date,grid_time,execute_time,price
2018-09-03,90001000000,90000377767.0,4534.0
2018-09-03,90002000000,90001806506.0,4534.0
2018-09-03,90003000000,90002632635.0,4537.0
2018-09-03,90004000000,90003136042.0,4537.0
2018-09-03,90005000000,90003136042.0,4537.0
2018-09-03,90006000000,90005768647.0,4539.0
2018-09-03,90007000000,90005768647.0,4539.0
2018-09-03,90008000000,90005768647.0,4539.0
2018-09-03,90009000000,90005768647.0,4539.0
2018-09-03,90010000000,90005768647.0,4539.0
